"MAIN SOCKET 1200 GEN 10TH"
"10284","Mainboard Asus H110M-P Prime Chính Hãng","1,250,000đ","36(tháng)"
"10282","Mainboard K.GiGa H110C V1.4 (LGA1151/ 2* DDR4 / mATX)","890,000đ","24(tháng)"
"1380","Mainboard Asrock H270 Performance","1,950,000đ","36(tháng)"
"1349","Mainboard Asrock H110M-DGS R3.0","890,000đ","36(tháng)"
"1292","Mainboard Asus B250 Mining Expert","1,190,000đ","36(tháng)"
"1286","Mainboard Asus H110M-CS Chính Hãng","1,170,000đ","36(tháng)"
"1276","Mainboard Asus H110M-K Chính Hãng","1,190,000đ","36(tháng)"
"1059","Mainboard Gigabyte H110M-DS2","1,390,000đ","36(tháng)"
"MAIN SOCKET 1150"
"178084","Mainboard MSI H81M-P33 Renew (36T)","990,000đ","36(tháng)"
"172567","Mainboard Gigabyte H81M-S1 Renew","1,090,000đ","36(tháng)"
"120838","Mainboard Gigabyte H81M DS2 Renew (12T) No Box","900,000đ","12(tháng)"
"66353","Mainboard VSP H81 (H81-PLUS)","1,070,000đ","36(tháng)"
"26528","Mainboard Gigabyte B85M-D3V Renew","890,000đ","12(tháng)"
"21616","Mainboard Server Gigabyte GA-6LASL - Socket 1150","1,390,000đ","12(tháng)"
"18565","Mainboard ECS H81H3-A3 ( LGA1150/ 2* DDR3 / ATX ) (No Box)","750,000đ","24(tháng)"
"18551","Mainboard Gigabyte H81M DS2 Renew","1,090,000đ","36(tháng)"
"18522","Mainboard MSI H81M-P33 Renew","990,000đ","12(tháng)"
"10684","Mainboard Asus H81M-K Chính Hãng","1,270,000đ","36(tháng)"
"10679","Mainboard Asus H81 (MD/ME) Renew","1,020,000đ","36(tháng)"
"10663","Mainboard Gigabyte B85M-D2V Renew","890,000đ","12(tháng)"
"10653","Mainboard Biostar H81A Chính Hãng","1,150,000đ","36(tháng)"
"10636","Mainboard Gigabyte H81M DS2 Chính Hãng","1,320,000đ","36(tháng)"
"MAIN SOCKET 775-1155"
"171170","Mainboard VSP IC8565BK","2,050,000đ","3(tháng)"
"166810","Mainboard VSP H61-Pro","1,020,000đ","36(tháng)"
"66362","Mainboard VSP H61 (H61M-LX)","1,050,000đ","36(tháng)"
"66347","Mainboard VSP B75 (B75-Plus-G)","1,050,000đ","36(tháng)"
"23485","MainBoard Afox B75 ( Mã IB75-MA5-V2 ) 1000m","1,090,000đ","36(tháng)"
"22538","Mainboard Afox B75 ( Mã IB75-MA ) 100m","950,000đ","36(tháng)"
"22530","Mainboard Afox H61 ( Mã IH61-MA5 ) 100m","1,070,000đ","36(tháng)"
"18479","Mainboard Afox B75 ( Mã IB75-MA5-V1 ) 1000m","985,000đ","36(tháng)"
"12320","Mainboard Afox G31 ( Mã IG31-MA3 )","690,000đ","36(tháng)"
"10695","Mainboard K.GiGa H61C V1.4 (LGA1155/ 2* DDR3 / mATX)","750,000đ","12(tháng)"
"10673","Mainboard K.GiGa G41M V1 (LGA775/ 2* DDR3 / mATX)","690,000đ","12(tháng)"
"MAIN AMD"
"184751","Mainboard AMD Gigabyte AB350M-DS3H","1,340,000đ","36(tháng)"
"129224","Mainboard MSI MAG A520M VECTOR WIFI","3,000,000đ","1(tháng)"
"175475","Mainboard Gigabyte X570S Aorus Master","9,090,000đ","36(tháng)"
"175472","Mainboard Gigabyte X570S Aorus Elite","5,750,000đ","36(tháng)"
"175494","Mainboard Gigabyte X570S Gaming X","5,550,000đ","36(tháng)"
"175097","Mainboard MSI A520M Pro-VH","1,720,000đ","36(tháng)"
"166799","Mainboard Gigabyte B550M Aorus Pro-P","3,550,000đ","36(tháng)"
"166790","Mainboard Gigabyte B550 Aorus Pro V2","4,290,000đ","36(tháng)"
"163123","Mainboard Gigabyte B550 Vision D-P","6,450,000đ","36(tháng)"
"160626","Mainboard Asus A520M-K Prime","1,450,000đ","36(tháng)"
"159211","Mainboard MSI B550M Pro","2,990,000đ","36(tháng)"
"144472","Mainboard Asus ROG Strix B550-XE Gaming Wifi","4,950,000đ","36(tháng)"
"127152","Mainboard Asus A520M-E Prime","1,390,000đ","36(tháng)"
"126929","Mainboard Asus B550M-A Prime Wifi","3,040,000đ","1(tháng)"
"126927","Mainboard MSI MAG B550M Mortar (1T)","3,360,000đ","1(tháng)"
"126916","Mainboard Asus ROG Strix B550-F Gaming","4,550,000đ","36(tháng)"
"121387","Mainboard Asus Tuf Gaming B550-Plus","3,690,000đ","1(tháng)"
"124313","Mainboard Gigabyte TRX40 Aorus Pro Wifi","11,290,000đ","36(tháng)"
"124289","Mainboard Gigabyte TRX40 Aorus Master","13,990,000đ","36(tháng)"
"123520","Mainboard Asus ROG Strix B550-E Gaming","6,490,000đ","36(tháng)"
"123207","Mainboard MSI MAG B550M Bazooka","3,120,000đ","36(tháng)"
